VideoPacketLossRate,pFrameCountDiff,VideoBitRate,AudioBitRate,S10pFrameMeanDiff,aFrameCount,AudioNBFrames,S2pFrameCountDiff,S3pFrameMeanDiff,S1aFrameCountDiff,S9pFrameCountDiff,AudioPacketLossRate,S11pFrameMeanDiff,aFrameCountDiff,S14pFrameMeanDiff,S9pFrameMeanDiff,S27pFrameMeanDiff,S28pFrameCountDiff,S7pFrameCountDiff,S29pFrameCountDiff,S15aFrameCountDiff,S29pFrameMeanDiff,pFrameCount,S1pFrameCountDiff,BPP,S17pFrameMeanDiff,VideoNBFrames,S27pFrameCountDiff,S2pFrameMeanDiff,CC,S18pFrameMeanDiff,ISC,S4pFrameMeanDiff,S14aFrameCountDiff,iFrame3Size,S8pFrameMeanDiff,iFrame3SizeDiff,S16pFrameMeanDiff,S20pFrameMeanDiff,S6pFrameMeanDiff,S14pFrameCountDiff,S21pFrameMeanDiff,S22pFrameMeanDiff,S30pFrameMeanDiff,S0pFrameMeanDiff,S12pFrameMeanDiff,S24pFrameMeanDiff,S13pFrameMeanDiff,S28pFrameMeanDiff,S5pFrameMeanDiff,VideoStartPTS,S7aFrameCountDiff,S8pFrameCountDiff,S23pFrameCountDiff,S29aFrameCountDiff,iFrame0Size,S15pFrameMeanDiff,S19pFrameMeanDiff,S7pFrameMeanDiff,S26pFrameMeanDiff,S23pFrameMeanDiff,iFrame0SizeDiff,AudioDurationTS,S25pFrameMeanDiff,S1pFrameMeanDiff,AudioDuration,VideoDurationTS,S18pFrameCountDiff,iFrame1Size,iFrame1SizeDiff,S28aFrameCountDiff,iFrame4Size,iFrame4SizeDiff,S4aFrameCountDiff,S23aFrameCountDiff,iFrameCount,S12pFrameCountDiff,S2aFrameCountDiff,S11aFrameCountDiff,S26aFrameCountDiff,S22pFrameCountDiff,S9aFrameCountDiff,S11pFrameCountDiff,S6pFrameCountDiff,iFrameCountDiff,iFrame2Size,S5pFrameCountDiff,S21pFrameCountDiff,iFrame2SizeDiff,S20pFrameCountDiff,S19pFrameCountDiff,QP,S10aFrameCountDiff,S15pFrameCountDiff,S24aFrameCountDiff,S3aFrameCountDiff,S25aFrameCountDiff,S13aFrameCountDiff,S20aFrameCountDiff,S30pFrameCountDiff,S30aFrameCountDiff,S16pFrameCountDiff,S12aFrameCountDiff,S16aFrameCountDiff,S17pFrameCountDiff,S25pFrameCountDiff,S26pFrameCountDiff,S5aFrameCountDiff,S8aFrameCountDiff,S6aFrameCountDiff,S13pFrameCountDiff,S4pFrameCountDiff,S17aFrameCountDiff,S10pFrameCountDiff,S18aFrameCountDiff,S0pFrameCountDiff,S24pFrameCountDiff,S3pFrameCountDiff,S21aFrameCountDiff,S22aFrameCountDiff,S27aFrameCountDiff,S19aFrameCountDiff,S0aFrameCountDiff,VideoFrameRate,NR,CIHigh,CILow,MOS
0.73,0.235294118,125948,24176,3.687521846,2125,2125,0,0.475580757,0,-11.11111111,0.93,-2.21310775,0.932400932,2.54649748,2.270091135,1.628459603,10,0,-11.11111111,0,0.372268908,424,0,0.013666233,1.339538394,429,0,-0.807527041,0.302213478,-0.294281397,30495,0.675135471,0,30632,2.759798634,0.123899576,-4.972799554,0.465838509,3.295972644,0,3.394280356,-0.69881202,-1.649189704,2.062949428,-9.200230624,-5.673316708,5.112417849,-1.518847198,-1.533546326,7,0,10,0,0,30982,-0.944444444,0.530335172,-7.014925373,2.615995802,0.27921262,0.122501612,686278,-3.872385571,-2.893221397,42.892375,42885,10,30441,0.124676006,0,30654,0.123810765,2,6,5,0,4,0,4,0,0,0,0,0,30253,0,0,0.125449804,0,-11.11111111,31,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3.636244181,3.018928233,3.327586207
5.67,12,96635,23312,3.739951066,2049,2049,0,0.475580757,8,11.11111111,4.48,-2.21310775,4.475524476,0.245282654,0.882870754,-3.456108471,20,100,22.22222222,8,-6.120048019,374,0,0.010485569,-0.111628199,397,20,-0.763076011,0.297463043,-0.257572699,30982,0.781735809,0,0,-2.783171521,100,-4.889105873,0.465838509,4.350303951,10,2.630619368,-0.628930818,-1.706387035,2.062949428,-9.150811301,-5.673316708,3.614666205,-2.930873424,-1.478776814,8,6,50,10,2,30982,-0.944444444,-0.956118553,100,4.230067711,1.918811175,0.122501612,686276,-4.922367047,-2.893221397,42.89225,42885,10,0,100,2,0,100,0,8,1,0,6,4,0,0,10,0,20,80,0,0,10,100,0,22.22222222,31,2,0,0,4,6,0,0,0,6,0,6,6,20,10,10,8,6,10,20,0,0,0,2,0,0,0,4,4,4,2,0,10,0,1.770033908,1.363299425,1.566666667
0.28,0.705882353,114118,24347,4.463428681,2140,2140,0,1.179882012,0,-11.11111111,0.23,-2.581645685,0.233100233,1.809497566,2.262170612,1.551189245,10,0,-11.11111111,0,0.713141026,422,10,0.012382595,0.676452682,428,0,-1.183911774,0.302739636,0.186647145,30442,0.395815663,0,30632,1.747587789,0.123899576,-4.098055286,1.07615894,2.729855896,0,2.330487192,-1.375867527,-1.926246395,1.994266484,-8.401319215,-5.388956512,4.488330341,-1.452505665,-1.079451522,6,0,10,0,2,30984,-1.147762346,0.887740196,-5.1894474,2.35778147,0.596450393,0.122493714,686277,-3.45276873,-2.834266627,42.892313,42887,10,30441,0.124676006,2,0,100,0,0,4,0,0,0,0,0,2,0,0,20,30253,0,0,0.125449804,0,-11.11111111,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,999,3.12457995,2.57542005,2.85
0.57,0.470588235,119509,24245,4.463428681,2131,2131,0,1.239876012,0,0,0.65,1.731233149,0.652680653,1.809497566,3.565579872,1.551189245,10,0,-11.11111111,0,0.713141026,423,0,0.012967556,0.676452682,428,0,-1.183911774,0.302213478,0.186647145,30495,0.395815663,0,30632,1.805423016,0.123899576,-4.098055286,1.07615894,2.668966917,0,2.330487192,-1.375867527,-1.926246395,1.994266484,-8.401319215,-5.388956512,4.488330341,-1.452505665,-1.079451522,7,2,10,0,0,30984,-1.147762346,0.887740196,-5.1894474,2.35778147,0.596450393,0.122493714,686266,-3.45276873,-3.050397878,42.891625,42885,10,30441,0.124676006,0,30654,0.123810765,2,0,5,0,0,0,0,0,0,10,0,0,30253,0,0,0.125449804,0,-11.11111111,31,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,10,999,2.558665314,1.941334686,2.25
0,0,120099,24404,4.463428681,2145,2145,0,1.179882012,0,-11.11111111,0,-2.581645685,0,1.809497566,2.262170612,1.551189245,10,0,-11.11111111,0,0.713141026,425,0,0.013031576,0.676452682,430,0,-1.183911774,0.302213478,0.186647145,30495,0.395815663,0,30632,1.747587789,0.123899576,-4.098055286,1.07615894,2.668966917,0,2.330487192,-1.375867527,-1.926246395,1.994266484,-8.401319215,-5.388956512,4.488330341,-1.452505665,-1.079451522,5,0,10,0,0,30984,-1.147762346,0.887740196,-5.1894474,2.35778147,0.596450393,0.122493714,686284,-3.45276873,-3.050397878,42.89275,42888,10,30441,0.124676006,0,30654,0.123810765,0,0,5,0,0,0,0,0,0,0,0,0,30253,0,0,0.125449804,0,-11.11111111,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,999,3.380332715,2.964494871,3.172413793
0.76,1.411764706,113629,24222,4.521021309,2129,2129,0,1.179882012,0,-11.11111111,0.75,-2.581645685,0.745920746,1.809497566,2.262170612,1.551189245,10,0,0,2,1.931980057,419,0,0.012329536,-1.678354266,425,0,-1.183911774,0.301416159,0.186647145,30575.66667,0.395815663,0,30632,1.747587789,0.123899576,-4.098055286,1.07615894,2.668966917,0,2.330487192,-0.788722486,-1.864441698,1.994266484,-8.401319215,-5.388956512,4.488330341,-1.452505665,-0.867667239,8,0,10,0,0,30984,-1.147762346,-1.944038656,-5.1894474,2.35778147,0.596450393,0.122493714,686281,-3.45276873,-3.050397878,42.892563,42885,10,30441,0.124676006,0,30654,0.123810765,0,0,4,0,0,2,2,10,0,0,0,20,0,10,0,100,0,11.11111111,31,0,0,0,2,6,0,0,0,2,0,0,2,10,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,999,2.790403103,2.276263564,2.533333333
3.89,14.58823529,104018,23289,4.463428681,2047,2047,0,1.239876012,6,11.11111111,4.57,-6.926199599,4.568764569,1.864609167,1.284055382,100,50,0,11.11111111,8,-5.679086538,363,0,0.011286675,0.676452682,407,100,-1.183911774,0.302595505,0.186647145,30456.5,0.553932502,6,0,1.747587789,100,-4.053349229,0.443800589,2.961008502,0,2.390758413,-1.208111801,-1.864441698,3.915132882,-8.401319215,-5.322562797,4.488330341,-2.72484119,-1.079451522,8,2,10,0,6,30984,-1.147762346,0.887740196,-5.1894474,5.372260464,0.596450393,0.122493714,686271,11.69923996,-3.006189213,42.891937,42885,10,0,100,4,30660,0.104261697,4,10,3,0,2,6,4,10,2,20,10,40,30253,0,0,0.125449804,10,-11.11111111,31,8,0,2,0,6,8,6,0,4,0,4,6,0,70,90,8,2,4,0,10,2,0,4,10,0,0,4,2,4,6,0,10,999,1.91045444,1.503338664,1.706896552
0,0,77492,24382,5.185399768,2143,2143,0,-0.441265977,0,-11.11111111,0.09,-2.022375215,0.093240093,2.555480834,1.990965556,0.972238491,10,0,-11.11111111,0,1.748526523,425,0,0.00840842,4.27471637,430,0,-1.110556526,0.482677351,-0.764058043,19093.5,1.443269506,0,19143,1.980355567,0.198112716,-6.986409076,0,3.006106153,0,1.884381987,0.466116888,-2.805642633,1.400560224,-10.30913978,-7.24881996,4.268711376,-1.557152635,-1.568627451,7,0,10,0,0,19688,-0.275043428,1.545869235,-5.961735565,2.944465151,0.816612226,0.192639156,686262,-2.231163131,-1.827242525,42.891375,42884,10,19010,0.19949601,0,19171,0.197823937,2,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.228121605,2.771878395,3
0.32,0.470588235,77251,24290,5.185399768,2135,2135,0,-0.441265977,0,-11.11111111,0.47,-2.022375215,0.466200466,2.555480834,1.990965556,0.972238491,10,0,-11.11111111,2,1.748526523,423,0,0.00838227,4.27471637,428,0,-1.110556526,0.482677351,-0.764058043,19093.5,1.443269506,0,19143,1.980355567,0.198112716,-6.986409076,0,3.006106153,0,1.884381987,0.466116888,-2.711598746,1.400560224,-10.30913978,-7.24881996,4.268711376,-1.557152635,-1.568627451,7,0,10,0,2,19688,-0.275043428,1.545869235,-5.961735565,2.944465151,0.816612226,0.192639156,686289,-2.231163131,-1.827242525,42.893062,42886,10,19010,0.19949601,0,19171,0.197823937,0,2,5,0,0,2,0,0,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.24043084,2.828534677,3.034482759
0,0,77488,24404,5.185399768,2145,2145,0,-0.441265977,0,-11.11111111,0,-2.022375215,0,2.555480834,1.990965556,0.972238491,10,0,-11.11111111,0,1.748526523,425,0,0.008407986,4.27471637,430,0,-1.110556526,0.482677351,-0.764058043,19093.5,1.443269506,0,19143,1.980355567,0.198112716,-6.986409076,0,3.006106153,0,1.884381987,0.466116888,-2.805642633,1.400560224,-10.30913978,-7.24881996,4.268711376,-1.557152635,-1.568627451,7,0,10,0,0,19688,-0.275043428,1.545869235,-5.961735565,2.944465151,0.816612226,0.192639156,686282,-2.231163131,-1.827242525,42.892625,42886,10,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.109396031,2.640603969,2.875
0.74,1.176470588,73420,24164,5.185399768,2124,2124,0,-0.349969568,0,-11.11111111,0.98,-2.022375215,0.979020979,2.555480834,1.990965556,3.127562376,10,0,11.11111111,4,-2.082514735,420,10,0.00796658,4.335494327,426,10,-1.110556526,0.483094826,-0.764058043,19077,1.443269506,2,0,1.980355567,100,-6.986409076,0,3.006106153,0,1.98019802,0.466116888,-2.805642633,1.400560224,-10.30913978,-7.24881996,4.268711376,-1.557152635,-1.568627451,6,0,10,0,2,19688,-0.275043428,1.545869235,-5.961735565,2.944465151,0.816612226,0.192639156,686291,-2.231163131,-2.251753415,42.893188,42887,10,19010,0.19949601,0,19171,0.197823937,2,0,4,0,0,0,0,0,0,0,0,20,19050,0,0,0.199077955,0,-11.11111111,35,2,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,2.576073139,2.123926861,2.35
4.25,11.29411765,64771,23369,22.0983005,2054,2054,0,-0.441265977,6,100,4.24,-3.110856123,4.242424242,3.355002615,100,1.042520792,20,100,11.11111111,6,-2.082514735,377,0,0.007028103,4.396272285,413,0,-1.035687547,0.474330271,-0.639143922,19429.5,1.443269506,2,0,26.96263507,100,-6.986409076,0,2.005810414,10,1.884381987,0.466116888,-2.805642633,-0.395713841,-10.22849462,-7.147673635,4.337376974,-3.519635524,-1.568627451,7,8,90,0,2,19688,-0.275043428,1.926001014,100,2.944465151,0.956602893,0.192639156,686277,-2.231163131,-1.827242525,42.892313,42886,10,0,100,2,19171,0.197823937,6,10,2,0,2,2,6,0,4,10,10,60,0,0,0,100,0,11.11111111,35,2,0,6,8,4,10,4,0,2,0,2,6,0,0,0,0,6,6,0,0,4,40,2,10,0,0,4,4,8,2,0,10,0,1.659640274,1.271394209,1.465517241
0.21,0.470588235,76222,24393,5.324656116,2144,2144,0,1.405223767,0,-11.11111111,0.05,-3.28323362,0.046620047,2.813438951,2.309964777,0.804352969,10,0,-11.11111111,0,2.230563003,423,0,0.008270616,3.33846944,428,0,-2.347595608,0.482677351,-0.943337678,19093.5,1.634035036,0,19143,1.871500147,0.198112716,-6.873664079,0.251019768,1.429469054,0,1.643570738,1.025548759,-2.864873468,1.671136786,-8.973311547,-6.327055442,3.564286555,-1.08827803,-1.19047619,6,0,10,0,0,19690,1.017146178,1.232267988,-5.432877673,2.904137754,0.818685288,0.192619627,686263,-2.447552448,-2.018244014,42.891438,42885,10,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,999,3.16710629,2.73289371,2.95
0.64,1.176470588,75866,24245,5.324656116,2131,2131,0,1.405223767,0,-11.11111111,0.65,1.00037291,0.652680653,2.813438951,2.309964777,0.804352969,20,0,-11.11111111,2,2.230563003,420,0,0.008231988,3.33846944,425,0,-2.347595608,0.482677351,-0.943337678,19093.5,1.634035036,0,19143,1.871500147,0.198112716,-6.806164923,0.251019768,1.429469054,0,2.459984961,1.025548759,-2.864873468,1.671136786,-8.973311547,-7.028590878,3.564286555,1.18761676,-1.19047619,7,0,10,10,2,19690,1.017146178,1.232267988,-5.432877673,2.904137754,-1.399256227,0.192619627,686261,-2.447552448,-2.018244014,42.891312,42885,10,19010,0.19949601,0,19171,0.197823937,2,0,5,0,0,0,0,0,0,10,0,0,19050,0,10,0.199077955,0,-11.11111111,35,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,10,999,2.624756782,2.153020996,2.388888889
0,0,76503,24403,5.324656116,2145,2145,0,1.405223767,0,-11.11111111,0,-3.28323362,0,2.813438951,2.309964777,0.804352969,10,0,-11.11111111,0,2.230563003,425,0,0.008301107,3.33846944,430,0,-2.347595608,0.482677351,-0.943337678,19093.5,1.634035036,0,19143,1.871500147,0.198112716,-6.873664079,0.251019768,1.429469054,0,1.643570738,1.025548759,-2.864873468,1.671136786,-8.973311547,-7.028590878,3.564286555,-1.08827803,-1.19047619,7,0,10,0,0,19690,1.017146178,1.232267988,-5.432877673,2.904137754,0.818685288,0.192619627,686291,-2.447552448,-2.018244014,42.893188,42887,10,19010,0.19949601,0,19171,0.197823937,0,0,5,0,0,0,0,0,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,999,3.060916712,2.639083288,2.85
0.96,1.176470588,75711,24108,5.324656116,2119,2119,0,1.405223767,0,-11.11111111,1.21,-3.28323362,1.212121212,2.813438951,2.371321441,0.804352969,10,0,-11.11111111,0,2.230563003,420,0,0.008215169,3.33846944,425,0,-2.347595608,0.482677351,-0.943337678,19093.5,1.634035036,4,19143,1.871500147,0.198112716,-6.873664079,0.251019768,1.429469054,0,1.643570738,0.823637599,-2.864873468,1.671136786,-8.973311547,-7.028590878,7.161249003,-1.08827803,-1.095238095,8,0,10,0,0,19690,1.017146178,1.232267988,-5.432877673,2.904137754,0.818685288,0.192619627,686273,-4.714729715,-2.018244014,42.892063,42885,10,19010,0.19949601,0,19171,0.197823937,0,2,5,0,0,0,4,10,0,0,0,0,19050,0,0,0.199077955,0,-11.11111111,35,0,0,0,0,6,2,0,0,0,0,0,0,0,10,0,0,0,2,10,0,0,0,2,0,0,0,0,2,2,2,0,10,999,3.051922047,2.603250367,2.827586207
5.85,9.647058824,62501,23277,5.413400385,2046,2046,10,1.405223767,2,11.11111111,4.62,-7.72654312,4.615384615,2.731494127,1.573684809,0.804352969,20,10,22.22222222,0,3.829950211,384,10,0.006781793,3.33846944,402,0,-4.926585048,0.474647851,-0.881275988,19416.5,1.634035036,6,19143,1.871500147,0.198112716,-6.806164923,0.439284594,1.617970468,0,1.74025137,1.203470473,-2.864873468,-0.474520322,-8.973311547,-6.926480599,5.645087506,-1.03082466,-1.19047619,7,2,10,0,0,19690,3.06233653,0.918035989,-7.547610702,2.981238756,0.963159162,0.192619627,686301,-2.447552448,-5.473204105,42.893813,42887,10,0,100,6,0,100,8,8,2,0,8,2,4,10,6,20,0,60,0,0,0,100,0,22.22222222,35,6,20,2,4,2,4,4,0,8,0,4,10,0,0,0,4,4,6,10,0,4,0,6,10,0,0,10,8,8,8,2,10,999,1.945329132,1.488004202,1.716666667
0.11,0.469483568,659827,24369,0.729020629,2142,2142,13.33333333,0.722988738,2,-7.142857143,0.14,-0.085191961,0.13986014,1.340467935,1.443832415,1.159326725,6.666666667,0,-7.142857143,0,0.289184199,636,0,0.047730541,1.334750503,641,6.666666667,-0.598918979,0.197812812,0.216704565,69884.25,-0.275340126,0,70345,1.920381831,0.05399031,-3.305552625,0.53816047,2.145723527,0,1.709084728,0.008593428,-0.924378297,-0.581692549,-5.262791507,-2.857978781,2.576315477,-0.16895418,-0.995585054,14,0,6.666666667,0,0,69843,0.385109114,-0.204641514,-4.442038614,1.291096839,-0.660745865,0.054378157,686296,-0.928877039,-0.53671078,42.8935,64278,6.666666667,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-7.142857143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2.692561138,1.950296004,2.321428571
0.62,5.633802817,624847,24233,0.729020629,2130,2130,0,0.722988738,0,0,0.7,-0.085191961,0.699300699,1.340467935,1.253015887,0.308890518,6.666666667,6.666666667,21.42857143,2,-8.598690728,603,0,0.045200159,1.328037592,628,0,-0.668916476,0.198411161,2.939363809,69673.5,-0.275340126,0,0,1.928529783,100,-10.64809931,0.547629569,1.518862516,0,1.709084728,-0.265045864,-1.211325918,-1.826413878,-5.262791507,-2.857978781,2.583442214,-0.160567045,-1.724381577,12,0,6.666666667,0,0,69843,4.103454312,-4.794314204,-5.891512651,1.291096839,-0.660745865,0.054378157,686292,-0.928877039,-0.53671078,42.89325,64281,13.33333333,68883,0.05513559,2,70464,0.05389918,0,0,3,0,0,0,2,6.666666667,4,0,6.666666667,40,0,13.33333333,0,100,0,21.42857143,23,0,66.66666667,0,2,0,0,0,6.666666667,0,33.33333333,0,0,0,0,0,2,2,0,0,0,0,0,0,6.666666667,0,0,0,0,0,2,0,15,0,3.075559963,2.385978499,2.730769231
0,0,663042,24403,0.729020629,2145,2145,0,0.722988738,0,-7.142857143,0,-0.085191961,0,1.340467935,1.443832415,0.308890518,6.666666667,0,-7.142857143,0,0.289184199,639,0,0.047963108,1.328037592,644,0,-0.668916476,0.197812812,0.216704565,69884.25,-0.275340126,0,70345,1.920381831,0.05399031,-3.305552625,0.53816047,2.145723527,0,1.709084728,0.008593428,-0.924378297,-0.581692549,-5.262791507,-2.857978781,2.576315477,-0.16895418,-0.995585054,11,0,6.666666667,0,0,69843,0.385109114,-0.204641514,-4.442038614,1.291096839,-0.660745865,0.054378157,686292,-0.928877039,-0.53671078,42.89325,64281,6.666666667,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-7.142857143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4.766305092,4.305123479,4.535714286
0.74,5.633802817,633302,24187,0.729020629,2126,2126,0,0.731630037,0,-7.142857143,0.89,-0.076812424,0.885780886,1.340467935,1.443832415,0.308890518,13.33333333,40,7.142857143,0,1.308890574,603,6.666666667,0.045811777,1.328037592,625,0,-0.668916476,0.197775785,1.021422761,69897.33333,-0.565930183,4,70345,1.920381831,0.05399031,-3.305552625,0.53816047,-8.591878294,0,1.709084728,0.661202883,-0.924378297,-0.581692549,-5.262791507,-3.402141352,1.157246365,-0.095943092,-0.995585054,11,0,6.666666667,0,2,69843,0.385109114,-4.794314204,2.282258638,1.299009588,-0.649085644,0.054378157,686285,-0.928877039,-0.256253586,42.892812,64280,13.33333333,68883,0.05513559,0,70464,0.05389918,0,0,4,0,0,4,0,6.666666667,4,0,66.66666667,20,0,0,0,100,0,21.42857143,23,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,6.666666667,6.666666667,0,0,0,0,13.33333333,0,0,0,0,2,0,15,0,2.486585659,1.977700056,2.232142857
5.66,38.81064163,473275,23186,3.963548969,2038,2038,100,0.144981805,2,50,4.99,0.854363644,4.988344988,-15.77916405,5.358037056,0.830056591,53.33333333,60,92.85714286,0,4.337762983,391,40,0.034235749,3.03199821,501,13.33333333,100,0.197929642,16.29419934,69843,2.200880499,2,0,0.695472998,100,-2.311375019,0.647297908,0.38373372,73.33333333,-0.290899819,0.739464458,0.093382556,4.320389205,0.601354789,19.42878921,3.869909637,2.066217365,-0.869655397,15,0,53.33333333,20,12,69843,3.832127436,-2.362937033,-8.430523432,2.984754771,-1.584818392,0.054378157,686306,100,-2.569418939,42.894125,64276,66.66666667,0,100,2,0,100,8,4,1,13.33333333,4,4,4,20,12,20,26.66666667,80,0,13.33333333,20,100,13.33333333,35.71428571,23,4,33.33333333,2,8,0,6,2,20,2,6.666666667,4,10,66.66666667,100,46.66666667,8,0,14,13.33333333,20,4,33.33333333,6,20,73.33333333,40,4,6,10,2,2,15,0,1.26447695,1.068856384,1.166666667
0,0,518594,24359,1.172799853,2141,2141,0,0.350640593,0,-7.142857143,0.19,-0.622809725,0.186480186,1.128232856,1.011568723,0.892984373,6.666666667,0,-7.142857143,0,0.239827104,639,0,0.037514034,0.660630548,644,0,-0.84896709,0.197812812,0.361718633,69884.25,0.044671109,2,70345,1.539662921,0.05399031,-2.918696782,0.446077145,1.571263851,0,1.039962844,-0.145617352,-0.769808125,-0.537538076,-4.152912363,-2.02973185,2.225111978,-0.585525539,-0.395037107,14,0,6.666666667,0,0,69845,0.661032241,0.123472136,-3.320128278,0.651389239,-0.384052231,0.054376601,686258,-1.149330246,-0.181008295,42.891125,64274,6.666666667,68883,0.05513559,0,70464,0.05389918,2,0,5,0,2,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-7.142857143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,4.586922149,4.190855629,4.388888889
0.34,1.408450704,511685,24255,1.172799853,2132,2132,0,0.350640593,2,-7.142857143,0.61,-0.622809725,0.606060606,1.128232856,1.011568723,0.892984373,6.666666667,0,-7.142857143,0,0.239827104,630,0,0.037014251,0.660630548,635,0,-0.84896709,0.197812812,0.361718633,69884.25,0.044671109,0,70345,1.539662921,0.05399031,-2.918696782,0.446077145,2.951843052,0,1.039962844,-0.145617352,-0.769808125,-0.537538076,-4.152912363,-0.847182429,2.225111978,-0.585525539,-0.395037107,9,0,6.666666667,0,2,69845,4.037215615,0.123472136,-3.320128278,0.651389239,-0.384052231,0.054376601,686292,-1.149330246,-0.181008295,42.89325,64281,6.666666667,68883,0.05513559,2,70464,0.05389918,0,0,5,0,2,2,0,0,0,0,6.666666667,0,69845,0,0,0.054376601,0,-7.142857143,23,2,6.666666667,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6.666666667,0,0,0,0,0,2,15,999,3.469450144,2.923406999,3.196428571
0,0,518594,24405,1.172799853,2145,2145,0,0.350640593,0,-7.142857143,0,-0.622809725,0,1.128232856,1.011568723,0.892984373,6.666666667,0,-7.142857143,0,0.239827104,639,0,0.037514034,0.660630548,644,0,-0.84896709,0.197812812,0.361718633,69884.25,0.044671109,0,70345,1.539662921,0.05399031,-2.918696782,0.446077145,1.571263851,0,1.039962844,-0.145617352,-0.769808125,-0.537538076,-4.152912363,-2.02973185,2.225111978,-0.585525539,-0.395037107,14,0,6.666666667,0,0,69845,0.661032241,0.123472136,-3.320128278,0.651389239,-0.384052231,0.054376601,686259,-1.149330246,-0.181008295,42.891188,64274,6.666666667,68883,0.05513559,0,70464,0.05389918,0,0,5,0,0,0,0,0,0,0,0,0,69845,0,0,0.054376601,0,-7.142857143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,999,4.518530885,4.014802449,4.266666667
1.14,5.79029734,491166,24119,2.681603062,2120,2120,0,-0.35271539,0,0,1.17,-0.622809725,1.165501166,1.139046589,-0.459184476,-0.172354127,53.33333333,6.666666667,21.42857143,0,-7.626018623,602,0,0.035529948,0.660630548,622,53.33333333,-0.84896709,0.198248499,0.891674154,69730.66667,-0.948729266,2,0,0.93591105,100,-2.918696782,0.446077145,0.971012025,0,1.039962844,-0.145617352,-0.769808125,-0.537538076,-5.134855561,-2.02973185,0.774729773,-2.574239287,-0.395037107,14,0,13.33333333,0,2,69845,-0.920526195,0.123472136,-0.259609597,0.661462268,-0.355248314,0.054376601,686280,-1.139407971,-0.181008295,42.8925,64276,13.33333333,68883,0.05513559,0,70464,0.05389918,2,2,4,6.666666667,0,0,0,0,0,0,6.666666667,20,69845,0,0,0.054376601,0,-7.142857143,23,0,6.666666667,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,6.666666667,6.666666667,6,6.666666667,2,0,0,13.33333333,6,2,2,4,0,15,999,2.986568337,2.293431663,2.64
